medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
C2009A8A5FDFE471692880EE0F2476EF,5C4812E2F9E70CC47BFD755C93A7B8A6,CMT,1,N,2013-09-04 20:25:31,2013-09-04 20:35:02,1,571,1.50,-73.991325,40.733486,-74.006615,40.71384
6EAF54E36DE57B708CE39CCDC3B408B8,E73E204DC7834CC8CDC94A1B9EDD1235,CMT,1,N,2013-09-02 18:50:43,2013-09-02 19:00:22,1,579,1.10,-73.952011,40.777588,-73.952011,40.777588
F6493363E7372B898415838BA36A2F83,E335854D01745486D3A63FFD1126F86F,CMT,1,N,2013-09-02 23:16:52,2013-09-02 23:24:13,1,440,1.80,-73.995522,40.764824,-73.968376,40.762272
4A8611840668476EDCB5462A11E63835,3E5FF00E90B2F45465D0B2A395E3FC97,CMT,1,N,2013-09-02 22:14:20,2013-09-02 22:21:59,2,458,9.00,-73.988487,40.721581,-73.990036,40.733368
B5CD6E2C74EEF0DCF8AE653F0BD8B4B8,56F2E28A057E867D4F53D1882229C70F,CMT,1,N,2013-09-02 03:18:34,2013-09-02 03:26:53,1,499,3.10,-73.937233,40.715809,-73.953033,40.743122
D5D01F941DF40782AB42001BCC40F040,8C8C07FF1A33A0A547B898C59838C0EA,CMT,1,N,2013-09-02 16:55:57,2013-09-02 17:05:38,1,581,2.80,-73.982384,40.770504,-73.982544,40.739391
56B2FEF0D0965255753E6F4BB8AAF7A9,A530BC99F1F0C72A0BCEA30B3B6CDDC6,CMT,1,N,2013-09-03 21:56:01,2013-09-03 22:07:38,1,696,2.40,-74.016075,40.706257,-73.999756,40.728439
A1544A7470D936F7E93B7BAEECBFC7DC,1BAADA775A9E783ABABD4563BB906A2F,CMT,1,N,2013-09-05 07:45:45,2013-09-05 07:54:16,1,511,1.10,-73.972595,40.755337,-73.98185,40.764065
6A7DE4FA018649479E0971DDF7D0949A,30E78C70146FACBB4995134997E02253,CMT,1,N,2013-09-02 19:24:18,2013-09-02 19:33:51,1,573,.80,-73.988251,40.7477,-73.975838,40.744698
9659AC9E034D046BEB708431B90695C8,9E0824BFB0C6846507CAE30185CC4817,CMT,1,N,2013-09-05 13:47:52,2013-09-05 13:53:34,1,342,.60,-74.005768,40.745609,-74.004959,40.741615
EA81B879BD3988347B38D820C3B5FA64,47B6A8221A6E31F2347BEDF7CF85DCF6,CMT,1,N,2013-09-02 22:52:04,2013-09-02 22:55:36,1,212,.40,-73.956566,40.777649,-73.959373,40.780045
30F1595A8DA5B8BEC3DEBA9F0533B2B3,E0D70F016F155AC2E143F305001FDA48,CMT,2,N,2013-09-05 06:10:28,2013-09-05 06:39:41,1,1752,18.30,-73.988014,40.769085,-73.776466,40.645306
30F1595A8DA5B8BEC3DEBA9F0533B2B3,E0D70F016F155AC2E143F305001FDA48,CMT,1,N,2013-09-05 15:04:50,2013-09-05 15:15:48,1,657,1.10,-73.992882,40.742847,-73.979301,40.752991
7395FD1C5546EA0736FC188CE31B5CA4,8756417F15D36255B20CFD768D77828E,CMT,1,N,2013-09-03 19:28:34,2013-09-03 19:39:27,1,652,1.50,-73.997826,40.756454,-73.977257,40.749462
F589CF4FFB738071509D84137549D729,FAD59182FE2C8BEC2A1781BA69FDFEC9,CMT,1,N,2013-09-03 22:22:19,2013-09-03 22:29:47,2,448,2.10,-74.005791,40.725025,-73.988808,40.748165
8C69416CF47A2C87E85A7BB3700914FA,FF4E9F8F8FFBF9660B0563D869C85517,CMT,1,N,2013-09-04 00:14:37,2013-09-04 00:24:10,1,572,2.80,-73.987099,40.729546,-73.964745,40.764076
CC84E8EC59B4DEB6C078C5426C479428,5A0DE64D1BBAC77FE9867BBD202F1F84,CMT,1,N,2013-09-02 21:06:13,2013-09-02 21:12:38,1,385,1.40,-73.996483,40.737957,-73.980728,40.747486
6488BEDC92CE9FBFF4AB528D6CB359CD,F4BE4740F055D170103B1A90A368122B,CMT,1,N,2013-09-05 07:13:47,2013-09-05 07:15:07,1,79,.50,-73.976624,40.7593,-73.98159,40.75272
E1E0B45B68431E11079E0F33ADEB6C1B,1505AA9F51B782C9A96BB7477A656FF6,CMT,1,N,2013-09-05 13:08:11,2013-09-05 13:20:55,1,763,1.70,-73.968208,40.802349,-73.970879,40.783573
BBC28F9AFE5ED9C563990C2BF2023671,EBAF48B6876F6312CB273B4931FC16DB,CMT,1,N,2013-09-05 09:25:35,2013-09-05 09:33:56,1,500,.60,-73.981644,40.752388,-73.989716,40.750683
A60B2798C4A181C8D5425F32C30E0BB9,A7868B90F52F4311149DCCFFA1FDAA16,CMT,1,N,2013-09-04 18:55:53,2013-09-04 19:05:08,2,555,2.00,-73.983917,40.760944,-74.002075,40.735123
A7EA82551C3F649F81131138234D5167,EDA724C4D6D969F026AE3AAD0049C938,CMT,1,N,2013-09-02 17:23:50,2013-09-02 17:35:46,1,715,3.00,-73.988365,40.74905,-73.956886,40.772259
37C3E7EADFDAE6F3C28E38014B27BEC7,2E8576C79152A921CFAD5BD07072D004,CMT,1,N,2013-09-04 11:45:33,2013-09-04 12:05:14,1,1180,3.70,-73.983017,40.738968,-73.955276,40.782578
586D9BD604B923DA39303D10B3C7451F,C72A773829ED990AF65AC4D9AA86E440,CMT,1,N,2013-09-02 22:32:06,2013-09-02 22:38:03,3,356,1.40,-73.993774,40.727421,-74.005386,40.711201
9CBF5ABE4E0DA39F0BFE29D011FA7A2B,7CC33DC4E7B7A607179E5D0A896C9D81,CMT,1,N,2013-09-03 17:35:57,2013-09-03 17:50:54,1,896,2.30,-73.989555,40.766953,-74.00721,40.741299
5B12A0C50955E1C67E9B3169D04B66AA,54E49C80970D686684CD6923ADCE0954,CMT,1,N,2013-09-02 17:58:57,2013-09-02 18:06:17,2,440,1.50,-73.977142,40.747162,-73.989655,40.733555
6EAF54E36DE57B708CE39CCDC3B408B8,E73E204DC7834CC8CDC94A1B9EDD1235,CMT,1,N,2013-09-02 19:44:40,2013-09-02 19:48:58,1,258,.60,-73.986061,40.730869,-73.98983,40.72319
06C961EBE7EF4D13F3AE6C005EE0F501,835B0F0F6F4A72A8BA50089BD7D744EB,CMT,1,N,2013-09-04 17:34:03,2013-09-04 18:17:31,1,2607,8.10,-73.961807,40.779636,-73.885574,40.772964
901009D82C82C88E4502452C3C7CEB9B,B2A3D75C5128F15249F7C60CBC30E0D5,CMT,1,N,2013-09-02 19:58:18,2013-09-02 20:07:50,1,571,1.70,-73.990067,40.719196,-74.010139,40.720993
EA1700CA119BC6E32428701C9635205A,B9913A798912A581E7A89D74F745C7D8,CMT,1,N,2013-09-04 20:10:55,2013-09-04 20:14:08,1,193,.40,-73.982422,40.758255,-73.977318,40.754341
C17B14D78406843044DF5A7225F4E2DC,BFFCAAB131BC86909C013C67C15FD8C0,CMT,1,N,2013-09-02 17:21:15,2013-09-02 17:31:14,2,598,1.20,-73.978874,40.747776,-73.994881,40.750057
C17B14D78406843044DF5A7225F4E2DC,BFFCAAB131BC86909C013C67C15FD8C0,CMT,1,N,2013-09-02 21:07:18,2013-09-02 21:16:21,2,542,2.00,-73.970535,40.796535,-73.956245,40.776402
C89E044B41A0AF290391EF4D690B0FD1,465E7EFF1B849565C3CAAEA60AA10709,CMT,1,N,2013-09-02 19:24:32,2013-09-02 19:32:38,1,485,1.80,-73.988075,40.753502,-74.005875,40.733177
E2916F329976FB07360BB1E1AB2C9860,40DF4E271DA64F01236A26B89F9BBED3,CMT,1,N,2013-09-03 21:02:18,2013-09-03 21:08:00,1,342,1.60,-74.009911,40.7174,-73.997612,40.736259
E2916F329976FB07360BB1E1AB2C9860,40DF4E271DA64F01236A26B89F9BBED3,CMT,1,N,2013-09-03 18:16:44,2013-09-03 18:21:56,1,312,1.00,-73.993851,40.729008,-73.981628,40.73254
901009D82C82C88E4502452C3C7CEB9B,B2A3D75C5128F15249F7C60CBC30E0D5,CMT,2,N,2013-09-02 16:05:45,2013-09-02 16:47:11,1,2485,17.30,-73.992073,40.735584,-73.784218,40.643463
4A454915B20F934304263CB2F5D69E82,DEE22502D6BC838DECCA09AF9F681532,CMT,1,N,2013-09-03 19:33:23,2013-09-03 19:38:52,2,329,1.30,-73.986366,40.777962,-73.998093,40.76408
CE6CD947EC05A3440F89E50EB68E7E7F,73CF72A69221FFE192E9735DD0713958,CMT,1,N,2013-09-04 17:51:23,2013-09-04 17:57:19,1,356,1.10,-74.006355,40.733837,-73.991867,40.737026
97B5DB53B0699E20497FCA020131F880,6CF40050FC1066501CF8A5EF23142B34,CMT,1,N,2013-09-03 19:48:58,2013-09-03 19:55:22,1,383,2.00,-73.978683,40.753265,-73.959641,40.774406
CE6CD947EC05A3440F89E50EB68E7E7F,73CF72A69221FFE192E9735DD0713958,CMT,1,N,2013-09-04 17:04:53,2013-09-04 17:25:35,2,1242,2.20,-73.997627,40.721607,-73.990417,40.746681
31569CF28D4AA3D935E60C03044A3EA5,0C8DFC7D34A435758B8D8834AADF0451,CMT,1,N,2013-09-06 23:10:28,2013-09-06 23:14:16,1,227,.30,-73.983307,40.731728,-73.988617,40.731503
31569CF28D4AA3D935E60C03044A3EA5,0C8DFC7D34A435758B8D8834AADF0451,CMT,1,N,2013-09-06 18:05:06,2013-09-06 18:14:19,1,552,1.00,-74.008759,40.716187,-74.004868,40.708626
B4C736A864598DD3FEC3B9C1CF702283,1D748EBF7B32BEEE9CC08059F90A74C5,CMT,1,N,2013-09-04 19:25:44,2013-09-04 19:30:28,1,283,.60,-73.951714,40.777836,-73.951187,40.785225
